ds,y
2016-07-29,188.47838709677418
2016-07-30,181.865
2016-07-31,165.32552631578946
2016-08-01,171.2234426229508
2016-08-02,193.28451612903226
2016-08-03,184.47423076923076
2016-08-04,196.90324324324325
2016-08-05,215.21758620689653
2016-08-06,200.783125
2016-08-07,198.05764705882353
2016-08-08,186.67092592592593
2016-08-09,208.14409090909092
2016-08-10,196.60133333333334
2016-08-11,215.05805555555557
2016-08-12,200.67374999999998
2016-08-13,202.39926829268293
2016-08-14,209.32689655172413
2016-08-15,193.62979166666665
2016-08-16,206.67189189189187
2016-08-17,213.80740740740742
2016-08-18,194.36121951219513
2016-08-19,181.12699999999998
2016-08-20,202.9238095238095
2016-08-21,174.37366666666668
2016-08-22,206.594693877551
2016-08-23,183.63321428571427
2016-08-24,196.46652173913043
2016-08-25,157.14607142857145
2016-08-26,173.05128205128204
2016-08-27,162.90804347826088
2016-08-28,183.07382352941178
2016-08-29,133.7239534883721
2016-08-30,138.69
2016-08-31,134.97833333333332
2016-09-01,125.1375
2016-09-02,121.30250000000001
2016-09-03,134.64729729729729
2016-09-04,125.98153846153846
2016-09-05,119.00255813953487
2016-09-06,138.4715789473684
2016-09-07,129.83666666666667
2016-09-08,132.496
2016-09-09,122.23794871794871
2016-09-10,121.4891891891892
2016-09-11,116.01333333333334
2016-09-12,114.63384615384616
2016-09-13,113.73066666666666
2016-09-14,81.01457142857143
2016-09-15,76.31544303797469
2016-09-16,120.13199999999999
2016-09-17,129.0186956521739
2016-09-18,90.74
2016-09-19,93.84942307692307
2016-09-20,84.01313725490196
2016-09-21,86.45714285714286
2016-09-22,93.71571428571428
2016-09-23,114.27269230769231
2016-09-24,129.606
2016-09-25,81.68129032258064
2016-09-26,82.42298507462687
2016-09-27,101.32655172413793
2016-09-28,100.15739130434783
2016-09-29,77.44225
2016-09-30,111.48586206896552
2016-10-01,97.241
2016-10-02,82.83212121212121
2016-10-03,81.2191891891892
2016-10-04,86.20441176470588
2016-10-05,73.52657894736842
2016-10-06,57.55709677419355
2016-10-07,89.67166666666667
2016-10-08,78.1748275862069
2016-10-09,59.89907894736842
2016-10-10,61.211842105263166
2016-10-11,64.55507692307692
2016-10-12,68.30430107526882
2016-10-13,65.4475
2016-10-14,67.94772727272726
2016-10-15,65.30333333333333
2016-10-16,67.04114754098362
2016-10-17,63.219729729729735
2016-10-18,61.46418181818182
2016-10-19,61.902682926829264
2016-10-20,56.11255813953489
2016-10-21,81.98343750000001
2016-10-22,79.69382352941177
2016-10-23,56.182653061224485
2016-10-24,58.78804347826087
2016-10-25,66.3621052631579
2016-10-26,67.97521739130435
2016-10-27,65.62868421052632
2016-10-28,66.796875
2016-10-29,51.89263157894737
2016-10-30,61.681372549019606
2016-10-31,57.989999999999995
2016-11-01,51.47354838709678
2016-11-02,53.56111111111111
2016-11-03,47.54309523809523
2016-11-04,57.35595744680851
2016-11-05,56.10132075471698
2016-11-06,55.9432
2016-11-07,57.91184210526316
2016-11-08,49.38682926829268
2016-11-09,35.223142857142854
2016-11-10,53.622894736842106
2016-11-11,53.00741935483871
2016-11-12,52.697560975609754
2016-11-13,55.80838709677419
2016-11-14,54.01478260869565
2016-11-15,46.89934782608695
2016-11-16,49.85068965517242
2016-11-17,48.0734693877551
2016-11-18,53.82157894736842
2016-11-19,54.25270833333334
2016-11-20,53.962
2016-11-21,46.18448275862069
2016-11-22,37.188947368421054
2016-11-23,45.791199999999996
2016-11-24,48.90172413793104
2016-11-25,54.531891891891895
2016-11-26,53.295853658536586
2016-11-27,54.04153846153846
2016-11-28,43.450303030303026
2016-11-29,47.630303030303025
2016-11-30,47.22461538461538
2016-12-01,58.3781081081081
2016-12-02,51.53490196078431
2016-12-03,64.9553448275862
2016-12-04,56.69
2016-12-05,69.77458333333333
2016-12-06,40.45619047619048
2016-12-07,45.10681818181818
2016-12-08,65.76783333333334
2016-12-09,50.331
2016-12-10,58.10677419354838
2016-12-11,43.09538461538462
2016-12-12,42.59433333333333
2016-12-13,36.85433333333334
2016-12-14,33.88611111111111
2016-12-15,43.39966666666667
2016-12-16,48.65631578947369
2016-12-17,57.65666666666667
2016-12-18,59.14666666666667
2016-12-19,46.18457142857143
2016-12-20,53.83681818181819
2016-12-21,55.6895652173913
2016-12-22,64.6378947368421
2016-12-23,63.751590909090915
2016-12-24,70.21604166666667
2016-12-25,68.05842105263159
2016-12-26,63.811379310344826
2016-12-27,59.85125
2016-12-28,96.63961538461538
2016-12-29,87.67
2016-12-30,189.92560439560438
2016-12-31,146.76565217391305
2017-01-01,62.416666666666664
2017-01-02,53.80166666666667
2017-01-03,55.17909090909091
2017-01-04,45.061851851851856
2017-01-05,53.985517241379306
2017-01-06,56.6321052631579
2017-01-07,55.46064516129032
2017-01-08,47.5375
2017-01-09,45.048148148148144
2017-01-10,40.45212121212121
2017-01-11,51.088125
2017-01-12,44.76864864864865
2017-01-13,44.53421052631579
2017-01-14,60.01754098360656
2017-01-15,46.13
2017-01-16,53.86342105263158
2017-01-17,40.45454545454545
2017-01-18,52.12296296296296
2017-01-19,56.12266666666667
2017-01-20,52.2475
2017-01-21,51.805
2017-01-22,56.885000000000005
2017-01-23,44.03230769230769
2017-01-24,47.4784375
2017-01-25,42.07102564102564
2017-01-26,49.1686
2017-01-27,53.654626865671645
2017-01-28,59.113414634146345
2017-01-29,50.266774193548386
2017-01-30,50.3706
2017-01-31,41.650333333333336
2017-02-01,38.06266666666667
2017-02-02,45.509166666666665
2017-02-03,58.511842105263156
2017-02-04,51.59939393939394
2017-02-05,54.9675
2017-02-06,71.58944444444444
2017-02-07,45.63583333333333
2017-02-08,49.1175
2017-02-09,48.44926829268293
2017-02-10,56.438222222222215
2017-02-11,58.91808510638298
2017-02-12,63.111
2017-02-13,59.03816901408451
2017-02-14,58.471304347826084
2017-02-15,59.525555555555556
2017-02-16,54.451499999999996
2017-02-17,55.504933333333334
2017-02-18,62.76714285714286
2017-02-19,51.755172413793105
2017-02-20,47.318163265306126
2017-02-21,44.35738095238095
2017-02-22,52.97941176470588
2017-02-23,58.552600000000005
2017-02-24,62.58571428571429
2017-02-25,66.46697368421053
2017-02-26,64.08225
2017-02-27,61.12071428571429
2017-02-28,59.197575757575756
2017-03-01,47.65395833333333
2017-03-02,44.541826923076925
2017-03-03,73.22105263157896
2017-03-04,70.25263157894737
2017-03-05,55.63075471698113
2017-03-06,54.79666666666667
2017-03-07,56.488780487804874
2017-03-08,50.99047619047619
2017-03-09,66.65877192982457
2017-03-10,67.65382352941177
2017-03-11,57.155833333333334
2017-03-12,57.515
2017-03-13,55.97617021276596
2017-03-14,63.339999999999996
2017-03-15,49.36052631578948
2017-03-16,60.51944444444444
2017-03-17,76.1864705882353
2017-03-18,67.48888888888888
2017-03-19,54.36022727272727
2017-03-20,60.92589743589744
2017-03-21,44.52178571428572
2017-03-22,62.24
2017-03-23,58.034615384615385
2017-03-24,57.32526315789474
2017-03-25,57.89139534883721
2017-03-26,66.15650000000001
2017-03-27,61.276
2017-03-28,59.0739393939394
2017-03-29,57.17843137254902
2017-03-30,71.59647058823529
2017-03-31,67.16407407407408
2017-04-01,78.75851851851851
2017-04-02,70.35571428571428
2017-04-03,69.03526315789475
2017-04-04,74.36347826086957
2017-04-05,56.652727272727276
2017-04-06,78.26576923076924
2017-04-07,95.40809523809523
2017-04-08,89.25854545454546
2017-04-09,87.67163636363635
2017-04-10,87.2136111111111
2017-04-11,103.21581395348836
2017-04-12,106.69151515151516
2017-04-13,113.51315789473684
2017-04-14,113.91818181818181
2017-04-15,79.17137931034482
2017-04-16,87.62242424242424
2017-04-17,84.92565217391304
2017-04-18,63.708333333333336
2017-04-19,87.04027777777777
2017-04-20,73.25999999999999
2017-04-21,87.61
2017-04-22,79.82323943661972
2017-04-23,75.91363636363636
2017-04-24,96.65866666666668
2017-04-25,88.38885714285715
2017-04-26,81.9805
2017-04-27,93.82444444444444
2017-04-28,96.33250000000001
2017-04-29,91.41309278350515
2017-04-30,81.62163265306123
2017-05-01,86.52833333333334
2017-05-02,69.50682926829268
2017-05-03,73.75204545454545
2017-05-04,74.38785714285714
2017-05-05,88.47057142857143
2017-05-06,97.7178260869565
2017-05-07,73.83972222222222
2017-05-08,73.3712857142857
2017-05-09,82.33500000000001
2017-05-10,58.24333333333333
2017-05-11,98.55625
2017-05-12,92.2535294117647
2017-05-13,90.3497619047619
2017-05-14,74.63121212121212
2017-05-15,66.05072727272727
2017-05-16,76.6645238095238
2017-05-17,90.96935483870968
2017-05-18,74.56315789473685
2017-05-19,86.87214285714286
2017-05-20,101.33760000000001
2017-05-21,84.17571428571429
2017-05-22,84.3052380952381
2017-05-23,75.6791304347826
2017-05-24,70.66090909090909
2017-05-25,75.4296
2017-05-26,101.6655
2017-05-27,110.55764705882353
2017-05-28,98.45073529411764
2017-05-29,98.83720930232558
2017-05-30,96.205
2017-05-31,93.74666666666666
2017-06-01,99.86472727272728
2017-06-02,119.43297872340426
2017-06-03,105.17510638297874
2017-06-04,95.86942857142859
2017-06-05,111.8408695652174
2017-06-06,104.94142857142857
2017-06-07,96.41357142857143
2017-06-08,100.81128205128205
2017-06-09,123.22444444444444
2017-06-10,132.46576923076924
2017-06-11,92.47977777777778
2017-06-12,108.3548275862069
2017-06-13,120.19580645161291
2017-06-14,135.65423076923076
2017-06-15,120.0051111111111
2017-06-16,133.8096153846154
2017-06-17,132.28857142857143
2017-06-18,103.3103448275862
2017-06-19,127.86612903225806
2017-06-20,132.19592592592593
2017-06-21,125.82615384615384
2017-06-22,113.71948717948719
2017-06-23,138.16818181818184
2017-06-24,133.54355555555554
2017-06-25,96.62692307692308
2017-06-26,112.00425531914894
2017-06-27,127.45
2017-06-28,121.01227272727273
2017-06-29,124.98037037037038
2017-06-30,136.02979591836734
2017-07-01,138.25942307692307
2017-07-02,135.25625
